1,20.0,0.0,0,0.0,4.0
2,28.0,2.0,0,1.0,4.0
3,60.0,1.0,0,0.0,7.0
4,62.0,0.0,0,0.0,11.0
5,108.0,3.0,0,0.0,17.0
6,325.0,20.0,0,2.0,17.0
7,116.0,2.0,0,0.0,21.0
8,663.0,24.0,0,3.0,38.0
9,681.0,28.0,0,5.0,51.0
10,172.0,14.0,0,7.0,57.0
11,206.0,16.0,0,8.0,63.0
12,225.0,17.0,0,8.0,65.0
13,282.0,15.0,0,8.0,68.0
14,282.0,18.0,0,8.0,69.0
15,281.0,20.0,0,8.0,69.0
16,99.0,10.0,0,5.0,70.0
17,268.0,19.0,0,8.0,71.0
18,222.0,17.0,0,8.0,71.0
19,261.0,16.0,0,9.0,73.0
20,300.0,12.0,0,9.0,73.0
21,219.0,12.0,0,9.0,74.0
22,239.0,15.0,0,9.0,74.0
23,224.0,11.0,0,9.0,75.0
24,232.0,18.0,0,8.0,75.0
25,236.0,7.0,0,8.0,75.0
26,224.0,14.0,0,4.0,79.0
27,265.0,15.0,0,9.0,82.0
28,295.0,18.0,0,9.0,89.0
29,52.0,3.0,0,3.0,95.0
30,324.0,17.0,0,10.0,98.0
31,208.0,14.0,0,4.0,99.0
32,37.0,7.0,0,7.0,106.0
33,297.0,11.0,0,11.0,108.0
34,295.0,22.0,0,12.0,110.0
35,466.0,46.0,0,6.0,121.0
36,69.0,19.0,0,14.0,122.0
37,48.0,8.0,0,8.0,123.0
38,610.0,63.0,0,6.0,124.0
39,124.0,22.0,0,13.0,136.0
40,60.0,10.0,0,9.0,140.0
41,535.0,39.0,0,15.0,140.0
42,54.0,8.0,0,8.0,145.0
43,54.0,6.0,0,6.0,148.0
44,746.0,64.0,0,7.0,158.0
45,749.0,74.0,0,7.0,161.0
46,86.0,21.0,0,18.0,172.0
47,66.0,8.0,0,8.0,175.0
48,88.0,42.0,0,33.0,183.0
49,61.0,11.0,0,11.0,211.0
50,182.0,29.0,0,23.0,218.0
51,1110.0,114.0,0,9.0,220.0
52,181.0,25.0,0,21.0,243.0
53,1414.0,101.0,0,10.0,244.0
54,1187.0,97.0,0,9.0,247.0
55,116.0,11.0,0,11.0,258.0
56,1487.0,117.0,0,10.0,270.0
57,84.0,14.0,0,15.0,294.0
58,1995.0,36.0,0,0.0,309.0
59,98.0,19.0,0,16.0,318.0
60,1733.0,177.0,0,11.0,332.0
61,139.0,7.0,0,5.0,361.0
62,127.0,90.0,0,66.0,397.0
63,115.0,10.0,0,6.0,406.0
64,136.0,74.0,0,59.0,415.0
65,139.0,90.0,0,70.0,426.0
66,144.0,104.0,0,78.0,439.0
67,144.0,110.0,0,79.0,442.0
68,140.0,97.0,0,79.0,451.0
69,160.0,19.0,0,14.0,459.0
70,173.0,17.0,0,15.0,473.0
71,132.0,27.0,0,24.0,488.0
72,130.0,55.0,0,41.0,495.0
73,167.0,151.0,0,104.0,534.0
74,225.0,18.0,0,18.0,602.0
75,142.0,30.0,0,25.0,617.0
76,401.0,71.0,0,54.0,978.0
77,302.0,132.0,0,97.0,1427.0
78,389.0,36.0,0,33.0,1467.0
79,3031.0,157.0,0,72.0,1738.0
80,553.0,51.0,0,41.0,1850.0
81,840.0,71.0,0,45.0,1931.0
82,890.0,283.0,0,203.0,2203.0
83,459.0,82.0,0,59.0,2316.0
84,541.0,65.0,0,60.0,2467.0
85,450.0,44.0,0,42.0,3083.0
86,1064.0,82.0,0,10.0,3300.0
87,1743.0,122.0,0,79.0,3795.0
88,710.0,338.0,0,230.0,4194.0
89,482.0,56.0,0,48.0,4201.0
90,1060.0,131.0,0,79.0,4703.0
91,1396.0,2233.0,0,767.0,4857.0
92,1153.0,145.0,0,122.0,6618.0
93,912.0,79.0,0,68.0,7385.0
94,1742.0,274.0,0,196.0,8117.0
95,2027.0,211.0,0,146.0,9408.0
96,3280.0,411.0,0,250.0,18740.0
97,3606.0,404.0,0,250.0,21203.0
98,4821.0,826.0,0,293.0,21665.0
99,1691.0,198.0,0,160.0,24672.0
100,4115.0,423.0,0,327.0,52697.0
