1,4674.232,732.904
2,17731.492,2770.38
3,1753.826,303.744
4,9106.155999999999,1798.368
5,30180.876,6370.008
6,7355.361999999999,1241.384
7,34732.008,6405.448
8,2098.66,382.08
9,4727.7080000000005,891.984
10,16976.4,3465.028
11,36728.604,8033.216
12,3805.886,78.888
13,43613.328,7427.472
14,1185.739,99.348
15,676.498,326.652
16,1049.854,507.32
17,1140.084,548.616
18,235.162,107.336
19,13119.548,6678.548
20,458.088,228.532
21,4664.138,452.184
22,8233.456,760.96
23,7520.802,142.088
24,6321.4,129.248
25,7031.456,118.876
26,10996.1,151.828
27,8494.21,139.356
28,8280.545999999998,129.364
29,8104.596,136.804
30,300.956,51.084
31,5273.1939999999995,855.74
32,1625.866,287.844
33,3743.36,697.736
34,29030.232,6143.444
35,5058.41,1023.612
36,2334.722,461.424
37,809.886,107.488
38,693.665,88.112
39,1102.821,131.452
40,1572.473,213.996
41,2473.582,332.588
42,2558.55,325.632
43,939.076,138.608
44,824.5550000000001,110.26
45,1643.563,220.448
46,867.692,138.564
47,615.2909999999999,83.62
48,6075.874,836.464
49,12825.794,1790.468
50,823.601,300.568
51,709.903,148.28
52,1123.203,230.216
53,1209.8139999999999,228.152
54,1493.6680000000001,313.812
55,1586.99,324.472
56,1819.638,429.344
57,2164.4939999999997,509.392
58,2374.16,559.176
59,2506.052,600.264
60,2754.626,653.88
61,3237.002,178.78
62,22367.216,893.288
63,2553.632,142.004
64,6188.318,399.404
65,1507.8580000000002,41.74
66,1991.802,55.372
67,1074.162,245.168
68,1565.574,384.084
69,1924.038,498.92
70,1616.992,384.572
71,3145.222,185.628
72,1900.07,134.456
73,6415.302,1250.084
74,19467.356,4649.14
75,1110.534,278.284
76,4271.716,123.192
77,9905.99,261.38
78,23293.788,560.512
79,2853.42,818.784
80,2728.6240000000003,793.228
81,2859.8920000000003,812.968
82,2670.964,793.812
83,2831.998,820.404
84,3147.716,830.92
85,2926.19,841.164
86,2854.694,826.816
87,2864.146,819.028
88,2961.528,829.492
89,3047.604,836.828
90,2957.206,832.02
91,2852.012,810.932
92,2856.062,824.664
93,2891.942,849.34
94,2824.97,812.8
95,2909.22,826.804
96,3284.932,851.84
97,2903.44,819.272
98,2827.69,821.296
99,6066.864,780.1
100,76444.224,1267.176
