OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Nb44T6.cnf,	Maximum resident set size (kbytes): 1850708,	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:17:00,0,0,567640	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:23.13,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Nb45T6.cnf,	Maximum resident set size (kbytes): 2571800,	Elapsed (wall clock) time (h:mm:ss or m:ss): 9:25:09,0,0,903432	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:39.61,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Nb52T6.cnf,	Maximum resident set size (kbytes): 2790416,	Elapsed (wall clock) time (h:mm:ss or m:ss): 12:48:11,0,0,645456	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:23.56,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/newton_3_4_true-unreach-call.i.cnf,	Maximum resident set size (kbytes): 7850576,	Elapsed (wall clock) time (h:mm:ss or m:ss): 45:11.36,0,0,97268	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:03.81,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,	Maximum resident set size (kbytes): 31117304,	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:00:31,0,0,26554024	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 28:35.71,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,	Maximum resident set size (kbytes): 6488848,	Elapsed (wall clock) time (h:mm:ss or m:ss): 36:33.90,0,0,8039456	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 8:07.21,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,	Maximum resident set size (kbytes): 17828380,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:48:18,0,0,22502660	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 22:01.83,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/prime_119218851371.cnf,	Maximum resident set size (kbytes): 702296,	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:15.08,0,0,1231532	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:52.03,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/prime_200560490131.cnf,	Maximum resident set size (kbytes): 1760208,	Elapsed (wall clock) time (h:mm:ss or m:ss): 10:01.94,0,0,2962144	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:13.06,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Problem14_label19_true-unreach-call.c.cnf,	Maximum resident set size (kbytes): 604052,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:54.68,0,0,44560	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:01.72,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Problem14_label20_true-unreach-call.c.cnf,	Maximum resident set size (kbytes): 705540,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:09.21,0,0,916	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.15,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Problem14_label48_true-unreach-call.c.cnf,	Maximum resident set size (kbytes): 808384,	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:36.52,0,0,48480	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:01.96,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/Problem14_label55_true-unreach-call.c.cnf,	Maximum resident set size (kbytes): 724804,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:38.34,0,0,13688	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:00.56,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/quadratic_loose_error.c.cnf,	Maximum resident set size (kbytes): 15945152,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:06:45,0,0,3497788	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:49.61,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/quadratic_tight_error.c.cnf,	Maximum resident set size (kbytes): 23998580,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:46:54,0,0,2679900	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:14.49,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/queen12_12.col.12.cnf,	Maximum resident set size (kbytes): 9361664,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:02:33,0,0,2319368	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:08.97,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/queen8_12.col.12.cnf,	Maximum resident set size (kbytes): 6561256,	Elapsed (wall clock) time (h:mm:ss or m:ss): 39:52.99,0,0,1582628	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:29.79,0,0,0,0,0,0,0,0
