0,41.74
1,51.084
2,55.372
3,78.888
4,83.62
5,88.112
6,99.348
7,107.336
8,107.488
9,110.26
10,118.876
11,123.192
12,129.248
13,129.364
14,131.452
15,134.456
16,136.804
17,138.564
18,138.608
19,139.356
20,142.004
21,142.088
22,148.28
23,151.828
24,178.78
25,185.628
26,213.996
27,220.448
28,228.152
29,228.532
30,230.216
31,245.168
32,261.38
33,278.284
34,287.844
35,300.568
36,303.744
37,313.812
38,324.472
39,325.632
40,326.652
41,332.588
42,382.08
43,384.084
44,384.572
45,399.404
46,429.344
47,452.184
48,461.424
49,498.92
50,507.32
51,509.392
52,548.62
53,559.176
54,560.512
55,600.264
56,653.88
57,697.736
58,732.904
59,760.96
60,780.1
61,793.228
62,793.812
63,810.932
64,812.8
65,812.968
66,818.784
67,819.028
68,819.272
69,820.404
70,821.296
71,824.664
72,826.804
73,826.816
74,829.492
75,830.92
76,832.02
77,836.464
78,836.828
79,841.164
80,849.34
81,851.84
82,855.74
83,891.984
84,893.288
85,1023.612
86,1241.384
87,1250.084
88,1267.176
89,1790.468
90,1798.368
91,2770.38
92,3465.028
93,4649.14
94,6143.444
95,6370.008
96,6678.548
97,7427.472
98,8033.216
