0,1.0
1,1.0
2,1.0
3,2.0
4,2.0
5,9.0
6,39.0
7,84.0
8,162.0
9,177.0
10,181.0
11,202.0
12,219.0
13,266.0
14,301.0
15,307.0
16,332.0
17,371.0
18,457.0
19,616.0
20,668.0
21,689.0
22,735.0
23,746.0
24,753.0
25,775.0
26,844.0
27,941.0
28,992.0
29,1003.0
30,1013.0
31,1017.0
32,1031.0
33,1213.0
34,1296.0
35,1304.0
36,1363.0
37,1366.0
38,1392.0
39,1452.0
40,1507.0
41,1518.0
42,1571.0
43,1720.0
44,1829.0
45,1971.0
46,2078.0
47,2296.0
48,2377.0
49,2415.0
50,2483.0
51,2634.0
52,2681.0
53,2715.0
54,3018.0
55,3047.0
56,3052.0
57,3562.0
58,3645.0
59,3667.0
60,3738.0
61,3882.0
62,3988.0
63,4071.0
64,4073.0
65,4175.0
66,4471.0
67,4809.0
68,4952.0
69,5113.0
70,6548.0
71,7019.0
72,7281.0
73,7403.0
74,7405.0
75,7820.0
76,8571.0
77,9928.0
78,10333.0
79,11508.0
80,12547.0
81,12586.0
82,12726.0
83,14862.0
84,15443.0
85,17822.0
86,19525.0
87,22309.0
88,24986.0
89,26692.0
90,33949.0
91,46115.0
