0,233.106
1,280.684
2,387.995
3,419.241
4,455.62
5,480.582
6,498.059
7,529.932
8,544.035
9,555.036
10,623.713
11,639.75
12,658.149
13,674.142
14,788.211
15,923.586
16,928.127
17,935.765
18,971.443
19,1018.29
20,1020.11
21,1036.57
22,1048.41
23,1112.11
24,1135.16
25,1226.31
26,1270.18
27,1324.77
28,1330.18
29,1376.43
30,1456.25
31,1499.25
32,1504.69
33,1513.8
34,1535.99
35,1562.22
36,1823.07
37,1885.59
38,2082.58
39,2090.61
40,2166.65
41,2205.44
42,2246.87
43,2345.8
44,2431.27
45,2525.82
46,2526.5
47,2561.32
48,2629.78
49,2632.29
50,2642.81
51,2646.9
52,2648.42
53,2655.23
54,2665.89
55,2669.11
56,2671.29
57,2698.22
58,2705.99
59,2709.83
60,2715.98
61,2721.54
62,2730.13
63,2730.81
64,2772.58
65,2805.46
66,2903.36
67,2915.02
68,2992.98
69,3167.77
70,3251.29
71,3498.47
72,3547.93
73,3627.06
74,3650.07
75,4018.06
76,4332.95
77,4549.61
78,4671.32
79,4707.23
80,4759.84
81,4866.25
82,4974.37
83,5382.36
84,5745.62
85,5814.61
86,6353.54
87,7423.79
88,10401.7
89,10647.0
90,10788.6
91,13034.5
92,13108.5
93,13529.6
94,17612.0
95,18782.5
96,21189.9
97,24264.0
98,40145.3
99,45361.5
