std_raw.csv,45,gto_p60c243.cnf,98.0,33092,220448,318.0,692472,18.0,447,2940082,2592407,46224663
std_raw.csv,46,huck.col.11.cnf,66.0,33196,138564,175.0,350704,8.0,333,2051027,1711008,28532217
std_raw.csv,47,mchess_15.cnf,54.0,33660,83620,148.0,238452,6.0,285,1827502,1460072,25222043
std_raw.csv,48,mchess_16.cnf,459.0,58992,836464,2316.0,2530256,59.0,1944,15428248,13000028,233857370
std_raw.csv,49,mchess_17.cnf,1153.0,70864,1790468,6618.0,5665832,129.0,3783,33670343,27451435,490933381
std_raw.csv,50,Nb27T6.cnf,208.0,414308,300568,99.0,200148,4.0,165,41767023,700292,457141726
std_raw.csv,51,Nb29T6.cnf,224.0,465920,148280,79.0,167604,4.0,131,73509469,583330,529357109
std_raw.csv,52,Nb37T6.cnf,466.0,956212,230216,121.0,202036,6.0,144,177996164,639007,979858976
std_raw.csv,53,Nb39T6.cnf,610.0,1128496,228152,124.0,196644,6.0,139,235763621,600816,1198577281
std_raw.csv,54,Nb42T6.cnf,749.0,1402240,313812,161.0,235580,7.0,150,171159465,667475,1439549742
std_raw.csv,55,Nb44T6.cnf,746.0,1627612,324472,158.0,218896,7.0,128,260512310,569266,1281757354
std_raw.csv,56,Nb45T6.cnf,1110.0,1723452,429344,220.0,298500,9.0,178,305948382,796876,1895001859
std_raw.csv,57,Nb49T6.cnf,1187.0,2227808,509392,247.0,293816,9.0,164,271472117,755748,1994721009
std_raw.csv,58,Nb51T6.cnf,1414.0,2528548,559176,244.0,290488,10.0,165,514473511,704702,2166367956
std_raw.csv,59,Nb52T6.cnf,1487.0,2659428,600264,270.0,300404,10.0,164,491464264,735151,2226689184
std_raw.csv,60,Nb54T6.cnf,1733.0,2977728,653880,332.0,325504,12.0,164,576367996,700404,2601881296
std_raw.csv,61,newton_3_4_true-unreach-call.i.cnf,325.0,248400,178780,17.0,62964,2.0,129,5101955,588551,1228513890
std_raw.csv,62,pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,890.0,113288,893288,2203.0,13493156,293.0,447,3625378,2559967,2551999466
std_raw.csv,63,pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,181.0,73132,142004,243.0,1624108,35.0,116,977890,521269,665855268
std_raw.csv,64,pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,401.0,73692,399404,978.0,3884608,84.0,363,2523905,1831697,1297397047
std_raw.csv,65,prime_119218851371.cnf,69.0,26044,41740,122.0,624204,14.0,100,684444,396824,137096269
std_raw.csv,66,prime_200560490131.cnf,86.0,30216,55372,172.0,822248,19.0,109,711461,496057,176380084
std_raw.csv,67,Problem14_label19_true-unreach-call.c.cnf,52.0,956772,245168,95.0,58520,4.0,9,714102,23846,62397030
std_raw.csv,68,Problem14_label20_true-unreach-call.c.cnf,99.0,1390056,384084,70.0,61596,5.0,18,1320525,50223,148707222
std_raw.csv,69,Problem14_label48_true-unreach-call.c.cnf,139.0,1459232,498920,361.0,106172,6.0,20,1080271,67387,182179144
std_raw.csv,70,Problem14_label55_true-unreach-call.c.cnf,115.0,1390464,384572,406.0,116932,6.0,16,1398536,55285,182942617
std_raw.csv,71,quadratic_loose_error.c.cnf,182.0,151680,185628,218.0,1230152,27.0,150,4430711,658931,595773780
std_raw.csv,72,quadratic_tight_error.c.cnf,124.0,122552,134456,136.0,901424,20.0,112,3143092,519396,439597154
std_raw.csv,73,queen12_12.col.12.cnf,541.0,58648,1250084,2467.0,2965236,61.0,1657,12257220,10598331,460145736
std_raw.csv,74,queen13_13.col.13.cnf,1742.0,66828,4649140,8117.0,9035096,190.0,4105,32866132,29211048,1437995751
std_raw.csv,75,queen8_12.col.12.cnf,116.0,41992,278284,258.0,451360,10.0,382,2448434,1899476,68898966
std_raw.csv,76,sdiv15prop.cnf,130.0,32764,123192,495.0,1694912,41.0,266,1595594,1362046,290560428
std_raw.csv,77,sdiv16prop.cnf,302.0,35604,261380,1427.0,4033044,97.0,514,3235736,2879677,675997090
std_raw.csv,78,sdiv17prop.cnf,710.0,43352,560512,4194.0,9486612,231.0,964,6632865,5983239,1599674973
std_raw.csv,79,T103.2.0.cnf,224.0,1895840,818784,75.0,249972,9.0,58,3191220,213656,307553006
std_raw.csv,80,T105.2.0.cnf,206.0,1895704,793228,63.0,191840,8.0,57,5133679,232940,285052053
std_raw.csv,81,T107.2.0.cnf,219.0,1905864,812968,74.0,245128,9.0,66,6984214,261356,298084460
std_raw.csv,82,T116.2.0.cnf,172.0,1905540,793812,57.0,158560,8.0,59,3858423,199217,215883884
std_raw.csv,83,T117.2.0.cnf,225.0,1916784,820404,65.0,201104,9.0,58,3287977,221747,329498673
std_raw.csv,84,T122.2.0.cnf,297.0,1947256,830920,108.0,428060,13.0,71,4487242,284455,430832086
std_raw.csv,85,T125.2.0.cnf,232.0,2020924,841164,75.0,239260,9.0,59,2406606,230261,310342086
std_raw.csv,86,T129.2.0.cnf,282.0,2021784,826816,69.0,220408,9.0,57,5069643,232675,422010048
std_raw.csv,87,T56.2.0.cnf,236.0,1926244,819028,75.0,240380,9.0,58,3685119,211517,339737304
std_raw.csv,88,T62.2.0.cnf,295.0,2019768,829492,89.0,285632,10.0,70,5007520,280241,433482865
