1,4674.232,2531.6800000000003
2,17731.492,9838.044
3,1753.826,915.544
4,9106.155999999999,4961.004
5,30180.876,16938.451999999997
6,7355.361999999999,3981.764
7,34732.008,19488.36
8,2098.66,1110.604
9,4727.7080000000005,2517.892
10,16976.4,9225.776
11,36728.604,19102.724000000002
12,3805.886,3531.7039999999997
13,43613.328,22964.684
14,1185.739,531.324
15,676.498,328.96799999999996
16,1049.854,508.916
17,1140.084,553.196
18,235.162,109.544
19,13119.548,6688.784
20,458.088,231.168
21,4664.138,2473.452
22,8233.456,4377.448
23,7520.802,6603.588
24,6321.4,6179.892
25,7031.456,6385.72
26,10996.1,9330.519999999999
27,8494.21,7164.516
28,8280.545999999998,6760.54
29,8104.596,6960.2
30,300.956,69.888
31,5273.1939999999995,2893.232
32,1625.866,853.316
33,3743.36,2024.324
34,29030.232,16762.82
35,5058.41,1109.268
36,2334.722,627.332
37,809.886,430.972
38,693.665,372.092
39,1102.821,588.624
40,1572.473,865.3199999999999
41,2473.582,1373.9479999999999
42,2558.55,1411.2640000000001
43,939.076,512.2760000000001
44,824.5550000000001,445.948
45,1643.563,912.92
46,867.692,489.26800000000003
47,615.2909999999999,322.072
48,6075.874,3366.72
49,12825.794,7456.3
50,823.601,500.716
51,709.903,315.884
52,1123.203,432.252
53,1209.8139999999999,424.796
54,1493.6680000000001,549.392
55,1586.99,543.3679999999999
56,1819.638,727.844
57,2164.4939999999997,803.208
58,2374.16,849.664
59,2506.052,900.668
60,2754.626,979.384
61,3237.002,241.744
62,22367.216,14386.444000000001
63,2553.632,1766.1119999999999
64,6188.318,4284.012000000001
65,1507.8580000000002,665.944
66,1991.802,877.62
67,1074.162,303.688
68,1565.574,445.68
69,1924.038,605.092
70,1616.992,501.504
71,3145.222,1415.78
72,1900.07,1035.8799999999999
73,6415.302,4215.32
74,19467.356,13684.236
75,1110.534,729.644
76,4271.716,1818.104
77,9905.99,4294.424
78,23293.788,10047.124
79,2853.42,1068.756
80,2728.6240000000003,985.068
81,2859.8920000000003,1058.096
82,2670.964,952.3720000000001
83,2831.998,1021.508
84,3147.716,1258.98
85,2926.19,1080.424
86,2854.694,1047.224
87,2864.146,1059.408
88,2961.528,1115.124
89,3047.604,1189.3
90,2957.206,1104.368
91,2852.012,1061.608
92,2856.062,1066.976
93,2891.942,1073.816
94,2824.97,1042.8799999999999
95,2909.22,1062.764
96,3284.932,1290.948
97,2903.44,1049.3
98,2827.69,1045.392
99,6066.864,1480.976
100,76444.224,22383.512
